lemma,features
bugaja'bagadacaca,"valley,verb,jussive,habitual,future,3ps"
bugaja'bagadacada,"valley,verb,jussive,habitual,future,1pp"
bugaja'bagadacafa,"valley,verb,jussive,habitual,future,2pp"
bugaja'bagadacaga,"valley,verb,jussive,habitual,future,3pp"
bugaja'bagafaba,"valley,verb,jussive,frequentative,present,1ps"
bugaja'bagafaca,"valley,verb,jussive,frequentative,future,1ps"
bugaja'bagafada,"valley,verb,jussive,frequentative,past,1pp"
bugaja'bagafafa,"valley,verb,jussive,frequentative,past,2pp"
bugaja'bagafaga,"valley,verb,jussive,frequentative,past,3pp"
bugaja'bagafababa,"valley,verb,jussive,frequentative,present,2ps"
bugaja'bagafabaca,"valley,verb,jussive,frequentative,present,3ps"
bugaja'bagafabada,"valley,verb,jussive,frequentative,present,1pp"
bugaja'bagafabafa,"valley,verb,jussive,frequentative,present,2pp"
bugaja'bagafabaga,"valley,verb,jussive,frequentative,present,3pp"
bugaja'bagafacaba,"valley,verb,jussive,frequentative,future,2ps"
bugaja'bagafacaca,"valley,verb,jussive,frequentative,future,3ps"
bugaja'bagafacada,"valley,verb,jussive,frequentative,future,1pp"
bugaja'bagafacafa,"valley,verb,jussive,frequentative,future,2pp"
bugaja'bagafacaga,"valley,verb,jussive,frequentative,future,3pp"
bugaja'bagagaba,"valley,verb,jussive,iterative,present,1ps"
bugaja'bagagaca,"valley,verb,jussive,iterative,future,1ps"
bugaja'bagagada,"valley,verb,jussive,iterative,past,1pp"
bugaja'bagagafa,"valley,verb,jussive,iterative,past,2pp"
bugaja'bagagaga,"valley,verb,jussive,iterative,past,3pp"
bugaja'bagagababa,"valley,verb,jussive,iterative,present,2ps"
bugaja'bagagabaca,"valley,verb,jussive,iterative,present,3ps"
bugaja'bagagabada,"valley,verb,jussive,iterative,present,1pp"
bugaja'bagagabafa,"valley,verb,jussive,iterative,present,2pp"
bugaja'bagagabaga,"valley,verb,jussive,iterative,present,3pp"
bugaja'bagagacaba,"valley,verb,jussive,iterative,future,2ps"
bugaja'bagagacaca,"valley,verb,jussive,iterative,future,3ps"
bugaja'bagagacada,"valley,verb,jussive,iterative,future,1pp"
bugaja'bagagacafa,"valley,verb,jussive,iterative,future,2pp"
bugaja'bagagacaga,"valley,verb,jussive,iterative,future,3pp"
bugaja'baha,"valley,verb,interrogative,perfective,past,1ps"
bugaja'bahaba,"valley,verb,interrogative,imperfective,past,1ps"
bugaja'bahaca,"valley,verb,interrogative,progressive,past,1ps"
bugaja'bahada,"valley,verb,interrogative,habitual,past,1ps"
bugaja'bahafa,"valley,verb,interrogative,frequentative,past,1ps"
bugaja'bahaga,"valley,verb,interrogative,iterative,past,1ps"
bugaja'bahababa,"valley,verb,interrogative,imperfective,present,1ps"
bugaja'bahabaca,"valley,verb,interrogative,imperfective,future,1ps"
bugaja'bahabada,"valley,verb,interrogative,imperfective,past,1pp"
bugaja'bahabafa,"valley,verb,interrogative,imperfective,past,2pp"
bugaja'bahabaga,"valley,verb,interrogative,imperfective,past,3pp"
bugaja'bahacaba,"valley,verb,interrogative,progressive,present,1ps"
bugaja'bahacaca,"valley,verb,interrogative,progressive,future,1ps"
bugaja'bahacada,"valley,verb,interrogative,progressive,past,1pp"
bugaja'bahacafa,"valley,verb,interrogative,progressive,past,2pp"
bugaja'bahacaga,"valley,verb,interrogative,progressive,past,3pp"
bugaja'bahabababa,"valley,verb,interrogative,imperfective,present,2ps"
bugaja'bahababaca,"valley,verb,interrogative,imperfective,present,3ps"
bugaja'bahababada,"valley,verb,interrogative,imperfective,present,1pp"
bugaja'bahababafa,"valley,verb,interrogative,imperfective,present,2pp"
bugaja'bahababaga,"valley,verb,interrogative,imperfective,present,3pp"
bugaja'bahabacaba,"valley,verb,interrogative,imperfective,future,2ps"
bugaja'bahabacaca,"valley,verb,interrogative,imperfective,future,3ps"
bugaja'bahabacada,"valley,verb,interrogative,imperfective,future,1pp"
bugaja'bahabacafa,"valley,verb,interrogative,imperfective,future,2pp"
bugaja'bahabacaga,"valley,verb,interrogative,imperfective,future,3pp"
bugaja'bahacababa,"valley,verb,interrogative,progressive,present,2ps"
bugaja'bahacabaca,"valley,verb,interrogative,progressive,present,3ps"
bugaja'bahacabada,"valley,verb,interrogative,progressive,present,1pp"
bugaja'bahacabafa,"valley,verb,interrogative,progressive,present,2pp"
bugaja'bahacabaga,"valley,verb,interrogative,progressive,present,3pp"
bugaja'bahacacaba,"valley,verb,interrogative,progressive,future,2ps"
bugaja'bahacacaca,"valley,verb,interrogative,progressive,future,3ps"
bugaja'bahacacada,"valley,verb,interrogative,progressive,future,1pp"
bugaja'bahacacafa,"valley,verb,interrogative,progressive,future,2pp"
bugaja'bahacacaga,"valley,verb,interrogative,progressive,future,3pp"
bugaja'bahadaba,"valley,verb,interrogative,habitual,present,1ps"
bugaja'bahadaca,"valley,verb,interrogative,habitual,future,1ps"
bugaja'bahadada,"valley,verb,interrogative,habitual,past,1pp"
bugaja'bahadafa,"valley,verb,interrogative,habitual,past,2pp"
bugaja'bahadaga,"valley,verb,interrogative,habitual,past,3pp"
bugaja'bahadababa,"valley,verb,interrogative,habitual,present,2ps"
bugaja'bahadabaca,"valley,verb,interrogative,habitual,present,3ps"
bugaja'bahadabada,"valley,verb,interrogative,habitual,present,1pp"
bugaja'bahadabafa,"valley,verb,interrogative,habitual,present,2pp"
bugaja'bahadabaga,"valley,verb,interrogative,habitual,present,3pp"
bugaja'bahadacaba,"valley,verb,interrogative,habitual,future,2ps"
bugaja'bahadacaca,"valley,verb,interrogative,habitual,future,3ps"
bugaja'bahadacada,"valley,verb,interrogative,habitual,future,1pp"
bugaja'bahadacafa,"valley,verb,interrogative,habitual,future,2pp"
bugaja'bahadacaga,"valley,verb,interrogative,habitual,future,3pp"
bugaja'bahafaba,"valley,verb,interrogative,frequentative,present,1ps"
bugaja'bahafaca,"valley,verb,interrogative,frequentative,future,1ps"
bugaja'bahafada,"valley,verb,interrogative,frequentative,past,1pp"
bugaja'bahafafa,"valley,verb,interrogative,frequentative,past,2pp"
bugaja'bahafaga,"valley,verb,interrogative,frequentative,past,3pp"
bugaja'bahafababa,"valley,verb,interrogative,frequentative,present,2ps"
bugaja'bahafabaca,"valley,verb,interrogative,frequentative,present,3ps"
bugaja'bahafabada,"valley,verb,interrogative,frequentative,present,1pp"
bugaja'bahafabafa,"valley,verb,interrogative,frequentative,present,2pp"
bugaja'bahafabaga,"valley,verb,interrogative,frequentative,present,3pp"
bugaja'bahafacaba,"valley,verb,interrogative,frequentative,future,2ps"
bugaja'bahafacaca,"valley,verb,interrogative,frequentative,future,3ps"
bugaja'bahafacada,"valley,verb,interrogative,frequentative,future,1pp"
bugaja'bahafacafa,"valley,verb,interrogative,frequentative,future,2pp"
bugaja'bahafacaga,"valley,verb,interrogative,frequentative,future,3pp"
bugaja'bahagaba,"valley,verb,interrogative,iterative,present,1ps"
bugaja'bahagaca,"valley,verb,interrogative,iterative,future,1ps"
bugaja'bahagada,"valley,verb,interrogative,iterative,past,1pp"
bugaja'bahagafa,"valley,verb,interrogative,iterative,past,2pp"
bugaja'bahagaga,"valley,verb,interrogative,iterative,past,3pp"
bugaja'bahagababa,"valley,verb,interrogative,iterative,present,2ps"
bugaja'bahagabaca,"valley,verb,interrogative,iterative,present,3ps"
bugaja'bahagabada,"valley,verb,interrogative,iterative,present,1pp"
bugaja'bahagabafa,"valley,verb,interrogative,iterative,present,2pp"
bugaja'bahagabaga,"valley,verb,interrogative,iterative,present,3pp"
bugaja'bahagacaba,"valley,verb,interrogative,iterative,future,2ps"
bugaja'bahagacaca,"valley,verb,interrogative,iterative,future,3ps"
bugaja'bahagacada,"valley,verb,interrogative,iterative,future,1pp"
bugaja'bahagacafa,"valley,verb,interrogative,iterative,future,2pp"
bugaja'bahagacaga,"valley,verb,interrogative,iterative,future,3pp"
bugaja'baja,"valley,verb,exclamatory,perfective,past,1ps"
bugaja'bajaba,"valley,verb,exclamatory,imperfective,past,1ps"
bugaja'bajaca,"valley,verb,exclamatory,progressive,past,1ps"
bugaja'bajada,"valley,verb,exclamatory,habitual,past,1ps"
bugaja'bajafa,"valley,verb,exclamatory,frequentative,past,1ps"
bugaja'bajaga,"valley,verb,exclamatory,iterative,past,1ps"
bugaja'bajababa,"valley,verb,exclamatory,imperfective,present,1ps"
bugaja'bajabaca,"valley,verb,exclamatory,imperfective,future,1ps"
bugaja'bajabada,"valley,verb,exclamatory,imperfective,past,1pp"
bugaja'bajabafa,"valley,verb,exclamatory,imperfective,past,2pp"
bugaja'bajabaga,"valley,verb,exclamatory,imperfective,past,3pp"
bugaja'bajacaba,"valley,verb,exclamatory,progressive,present,1ps"
bugaja'bajacaca,"valley,verb,exclamatory,progressive,future,1ps"
bugaja'bajacada,"valley,verb,exclamatory,progressive,past,1pp"
bugaja'bajacafa,"valley,verb,exclamatory,progressive,past,2pp"
bugaja'bajacaga,"valley,verb,exclamatory,progressive,past,3pp"
bugaja'bajabababa,"valley,verb,exclamatory,imperfective,present,2ps"
bugaja'bajababaca,"valley,verb,exclamatory,imperfective,present,3ps"
bugaja'bajababada,"valley,verb,exclamatory,imperfective,present,1pp"
bugaja'bajababafa,"valley,verb,exclamatory,imperfective,present,2pp"
bugaja'bajababaga,"valley,verb,exclamatory,imperfective,present,3pp"
bugaja'bajabacaba,"valley,verb,exclamatory,imperfective,future,2ps"
bugaja'bajabacaca,"valley,verb,exclamatory,imperfective,future,3ps"
bugaja'bajabacada,"valley,verb,exclamatory,imperfective,future,1pp"
bugaja'bajabacafa,"valley,verb,exclamatory,imperfective,future,2pp"
bugaja'bajabacaga,"valley,verb,exclamatory,imperfective,future,3pp"
bugaja'bajacababa,"valley,verb,exclamatory,progressive,present,2ps"
bugaja'bajacabaca,"valley,verb,exclamatory,progressive,present,3ps"
bugaja'bajacabada,"valley,verb,exclamatory,progressive,present,1pp"
bugaja'bajacabafa,"valley,verb,exclamatory,progressive,present,2pp"
bugaja'bajacabaga,"valley,verb,exclamatory,progressive,present,3pp"
bugaja'bajacacaba,"valley,verb,exclamatory,progressive,future,2ps"
bugaja'bajacacaca,"valley,verb,exclamatory,progressive,future,3ps"
bugaja'bajacacada,"valley,verb,exclamatory,progressive,future,1pp"
bugaja'bajacacafa,"valley,verb,exclamatory,progressive,future,2pp"
bugaja'bajacacaga,"valley,verb,exclamatory,progressive,future,3pp"
bugaja'bajadaba,"valley,verb,exclamatory,habitual,present,1ps"
bugaja'bajadaca,"valley,verb,exclamatory,habitual,future,1ps"
bugaja'bajadada,"valley,verb,exclamatory,habitual,past,1pp"
bugaja'bajadafa,"valley,verb,exclamatory,habitual,past,2pp"
bugaja'bajadaga,"valley,verb,exclamatory,habitual,past,3pp"
bugaja'bajadababa,"valley,verb,exclamatory,habitual,present,2ps"
bugaja'bajadabaca,"valley,verb,exclamatory,habitual,present,3ps"
bugaja'bajadabada,"valley,verb,exclamatory,habitual,present,1pp"
bugaja'bajadabafa,"valley,verb,exclamatory,habitual,present,2pp"
bugaja'bajadabaga,"valley,verb,exclamatory,habitual,present,3pp"
bugaja'bajadacaba,"valley,verb,exclamatory,habitual,future,2ps"
bugaja'bajadacaca,"valley,verb,exclamatory,habitual,future,3ps"
bugaja'bajadacada,"valley,verb,exclamatory,habitual,future,1pp"
bugaja'bajadacafa,"valley,verb,exclamatory,habitual,future,2pp"
bugaja'bajadacaga,"valley,verb,exclamatory,habitual,future,3pp"
bugaja'bajafaba,"valley,verb,exclamatory,frequentative,present,1ps"
bugaja'bajafaca,"valley,verb,exclamatory,frequentative,future,1ps"
bugaja'bajafada,"valley,verb,exclamatory,frequentative,past,1pp"
bugaja'bajafafa,"valley,verb,exclamatory,frequentative,past,2pp"
bugaja'bajafaga,"valley,verb,exclamatory,frequentative,past,3pp"
bugaja'bajafababa,"valley,verb,exclamatory,frequentative,present,2ps"
bugaja'bajafabaca,"valley,verb,exclamatory,frequentative,present,3ps"
bugaja'bajafabada,"valley,verb,exclamatory,frequentative,present,1pp"
bugaja'bajafabafa,"valley,verb,exclamatory,frequentative,present,2pp"
bugaja'bajafabaga,"valley,verb,exclamatory,frequentative,present,3pp"
bugaja'bajafacaba,"valley,verb,exclamatory,frequentative,future,2ps"
bugaja'bajafacaca,"valley,verb,exclamatory,frequentative,future,3ps"
bugaja'bajafacada,"valley,verb,exclamatory,frequentative,future,1pp"
bugaja'bajafacafa,"valley,verb,exclamatory,frequentative,future,2pp"
bugaja'bajafacaga,"valley,verb,exclamatory,frequentative,future,3pp"
bugaja'bajagaba,"valley,verb,exclamatory,iterative,present,1ps"
bugaja'bajagaca,"valley,verb,exclamatory,iterative,future,1ps"
bugaja'bajagada,"valley,verb,exclamatory,iterative,past,1pp"
bugaja'bajagafa,"valley,verb,exclamatory,iterative,past,2pp"
bugaja'bajagaga,"valley,verb,exclamatory,iterative,past,3pp"
bugaja'bajagababa,"valley,verb,exclamatory,iterative,present,2ps"
bugaja'bajagabaca,"valley,verb,exclamatory,iterative,present,3ps"
bugaja'bajagabada,"valley,verb,exclamatory,iterative,present,1pp"
bugaja'bajagabafa,"valley,verb,exclamatory,iterative,present,2pp"
bugaja'bajagabaga,"valley,verb,exclamatory,iterative,present,3pp"
bugaja'bajagacaba,"valley,verb,exclamatory,iterative,future,2ps"
bugaja'bajagacaca,"valley,verb,exclamatory,iterative,future,3ps"
bugaja'bajagacada,"valley,verb,exclamatory,iterative,future,1pp"
bugaja'bajagacafa,"valley,verb,exclamatory,iterative,future,2pp"
bugaja'bajagacaga,"valley,verb,exclamatory,iterative,future,3pp"
bumimi',"one,noun,nominative,singular"
bumimi'ba,"one,verb,indicative,perfective,past,1ps"
bumimi'baba,"one,verb,subjunctive,perfective,past,1ps"
bumimi'baca,"one,verb,imperative,perfective,past,1ps"
bumimi'bada,"one,verb,conditional,perfective,past,1ps"
bumimi'bafa,"one,verb,optative,perfective,past,1ps"
bumimi'baga,"one,verb,jussive,perfective,past,1ps"
bumimi'bababa,"one,verb,subjunctive,imperfective,past,1ps"
bumimi'babaca,"one,verb,subjunctive,progressive,past,1ps"
bumimi'babada,"one,verb,subjunctive,habitual,past,1ps"
bumimi'babafa,"one,verb,subjunctive,frequentative,past,1ps"
bumimi'babaga,"one,verb,subjunctive,iterative,past,1ps"
bumimi'bacaba,"one,verb,imperative,imperfective,past,1ps"
bumimi'bacaca,"one,verb,imperative,progressive,past,1ps"
bumimi'bacada,"one,verb,imperative,habitual,past,1ps"
bumimi'bacafa,"one,verb,imperative,frequentative,past,1ps"
bumimi'bacaga,"one,verb,imperative,iterative,past,1ps"
bumimi'babababa,"one,verb,subjunctive,imperfective,present,1ps"
bumimi'bababaca,"one,verb,subjunctive,imperfective,future,1ps"
bumimi'bababada,"one,verb,subjunctive,imperfective,past,1pp"
bumimi'bababafa,"one,verb,subjunctive,imperfective,past,2pp"
bumimi'bababaga,"one,verb,subjunctive,imperfective,past,3pp"
bumimi'babacaba,"one,verb,subjunctive,progressive,present,1ps"
bumimi'babacaca,"one,verb,subjunctive,progressive,future,1ps"
bumimi'babacada,"one,verb,subjunctive,progressive,past,1pp"
bumimi'babacafa,"one,verb,subjunctive,progressive,past,2pp"
bumimi'babacaga,"one,verb,subjunctive,progressive,past,3pp"
bumimi'bacababa,"one,verb,imperative,imperfective,present,1ps"
bumimi'bacabaca,"one,verb,imperative,imperfective,future,1ps"
bumimi'bacabada,"one,verb,imperative,imperfective,past,1pp"
bumimi'bacabafa,"one,verb,imperative,imperfective,past,2pp"
bumimi'bacabaga,"one,verb,imperative,imperfective,past,3pp"
bumimi'bacacaba,"one,verb,imperative,progressive,present,1ps"
bumimi'bacacaca,"one,verb,imperative,progressive,future,1ps"
bumimi'bacacada,"one,verb,imperative,progressive,past,1pp"
bumimi'bacacafa,"one,verb,imperative,progressive,past,2pp"
bumimi'bacacaga,"one,verb,imperative,progressive,past,3pp"
bumimi'badaba,"one,verb,conditional,imperfective,past,1ps"
bumimi'badaca,"one,verb,conditional,progressive,past,1ps"
bumimi'badada,"one,verb,conditional,habitual,past,1ps"
bumimi'badafa,"one,verb,conditional,frequentative,past,1ps"
bumimi'badaga,"one,verb,conditional,iterative,past,1ps"
bumimi'badababa,"one,verb,conditional,imperfective,present,1ps"
bumimi'badabaca,"one,verb,conditional,imperfective,future,1ps"
bumimi'badabada,"one,verb,conditional,imperfective,past,1pp"
bumimi'badabafa,"one,verb,conditional,imperfective,past,2pp"
bumimi'badabaga,"one,verb,conditional,imperfective,past,3pp"
bumimi'badacaba,"one,verb,conditional,progressive,present,1ps"
bumimi'badacaca,"one,verb,conditional,progressive,future,1ps"
bumimi'badacada,"one,verb,conditional,progressive,past,1pp"
bumimi'badacafa,"one,verb,conditional,progressive,past,2pp"
bumimi'badacaga,"one,verb,conditional,progressive,past,3pp"
bumimi'bafaba,"one,verb,optative,imperfective,past,1ps"
bumimi'bafaca,"one,verb,optative,progressive,past,1ps"
bumimi'bafada,"one,verb,optative,habitual,past,1ps"
bumimi'bafafa,"one,verb,optative,frequentative,past,1ps"
bumimi'bafaga,"one,verb,optative,iterative,past,1ps"
bumimi'bafababa,"one,verb,optative,imperfective,present,1ps"
bumimi'bafabaca,"one,verb,optative,imperfective,future,1ps"
bumimi'bafabada,"one,verb,optative,imperfective,past,1pp"
bumimi'bafabafa,"one,verb,optative,imperfective,past,2pp"
bumimi'bafabaga,"one,verb,optative,imperfective,past,3pp"
bumimi'bafacaba,"one,verb,optative,progressive,present,1ps"
bumimi'bafacaca,"one,verb,optative,progressive,future,1ps"
bumimi'bafacada,"one,verb,optative,progressive,past,1pp"
bumimi'bafacafa,"one,verb,optative,progressive,past,2pp"
bumimi'bafacaga,"one,verb,optative,progressive,past,3pp"
bumimi'bagaba,"one,verb,jussive,imperfective,past,1ps"
bumimi'bagaca,"one,verb,jussive,progressive,past,1ps"
bumimi'bagada,"one,verb,jussive,habitual,past,1ps"
bumimi'bagafa,"one,verb,jussive,frequentative,past,1ps"
bumimi'bagaga,"one,verb,jussive,iterative,past,1ps"
bumimi'bagababa,"one,verb,jussive,imperfective,present,1ps"
bumimi'bagabaca,"one,verb,jussive,imperfective,future,1ps"
bumimi'bagabada,"one,verb,jussive,imperfective,past,1pp"
bumimi'bagabafa,"one,verb,jussive,imperfective,past,2pp"
bumimi'bagabaga,"one,verb,jussive,imperfective,past,3pp"
bumimi'bagacaba,"one,verb,jussive,progressive,present,1ps"
bumimi'bagacaca,"one,verb,jussive,progressive,future,1ps"
bumimi'bagacada,"one,verb,jussive,progressive,past,1pp"
bumimi'bagacafa,"one,verb,jussive,progressive,past,2pp"
